marker,chromosome,position,basepair
UNC24857909,14,118.168997,118168997
UNC24858361,14,118.193683,118193683
UNC24858774,14,118.221886,118221886
UNC24859039,14,118.245101,118245101
UNC24859316,14,118.262745,118262745
UNC24859851,14,118.288694,118288694
UNC24859953,14,118.293777,118293777
backupUNC140369121,14,118.298504,118298504
JAX00390975,14,118.306621,118306621
UNC24860502,14,118.320059,118320059
UNC24860748,14,118.336411,118336411
UNC24861385,14,118.369657,118369657
UNC24861821,14,118.388954,118388954
UNC24862088,14,118.40031,118400310
UNC24862724,14,118.430217,118430217
UNC24862902,14,118.443335,118443335
UNC24863526,14,118.472012,118472012
UNC24863709,14,118.483436,118483436
UNC24864269,14,118.516047,118516047
UNC24864767,14,118.537399,118537399
UNC24865089,14,118.554159,118554159
UNC24865642,14,118.584624,118584624
UNC24865951,14,118.597963,118597963
UNC24866496,14,118.621905,118621905
UNC24866697,14,118.631192,118631192
UNC24867229,14,118.66094,118660940
backupUNC141322526,14,118.669127,118669127
UNC24867578,14,118.677772,118677772
UNC24868119,14,118.707947,118707947
UNC24868309,14,118.726353,118726353
UNC24868574,14,118.744406,118744406
UNC24868981,14,118.769246,118769246
UNC24869359,14,118.787311,118787311
UNC24869927,14,118.814469,118814469
UNC24870220,14,118.829868,118829868
backupUNC140408279,14,118.831747,118831747
UNC24870686,14,118.857714,118857714
UNC24871063,14,118.874782,118874782
UNC24871283,14,118.885838,118885838
UNC24872025,14,118.924668,118924668
UNC24872163,14,118.935153,118935153
UNC24872494,14,118.957849,118957849
UNC24872768,14,118.98556,118985560
UNC24872876,14,118.994352,118994352
UNC24873227,14,119.018251,119018251
UNC24873465,14,119.036116,119036116
UNC24874018,14,119.062376,119062376
UNC24874356,14,119.083891,119083891
UNC24874778,14,119.107972,119107972
UNC24875157,14,119.130662,119130662
UNC24875323,14,119.142385,119142385
UNC140585339,14,119.180238,119180238
UNC24876127,14,119.188636,119188636
UNC24876601,14,119.212395,119212395
UNC24876844,14,119.223777,119223777
UNC24877283,14,119.250133,119250133
UNC24877489,14,119.262873,119262873
UNC24878025,14,119.296114,119296114
UNC24878162,14,119.305685,119305685
UNC24878639,14,119.337569,119337569
UNC24878976,14,119.357049,119357049
UNC24879353,14,119.380046,119380046
UNC24879547,14,119.390137,119390137
UNC140376560,14,119.391029,119391029
UNC24879975,14,119.410511,119410511
UNC24880465,14,119.440261,119440261
UNC24880715,14,119.456144,119456144
UNC24881138,14,119.484338,119484338
UNC24881503,14,119.505207,119505207
UNC24881622,14,119.517226,119517226
UNC24882117,14,119.548381,119548381
UNC24882405,14,119.567888,119567888
UNC24882760,14,119.590477,119590477
backupUNC140377111,14,119.606443,119606443
B6_rs3710901,14,119.622245,119622245
repB6_rs3710901,14,119.622245,119622245
UNC24883287,14,119.633814,119633814
UNC24883430,14,119.642308,119642308
UNC24883733,14,119.670804,119670804
UNC24884043,14,119.698774,119698774
UNC24884321,14,119.714153,119714153
UNC24884639,14,119.736518,119736518
UNC24885025,14,119.778112,119778112
UNC24885329,14,119.800096,119800096
UNC24886001,14,119.842991,119842991
UNC24886576,14,119.889346,119889346
UNC24886982,14,119.911829,119911829
UNC24887199,14,119.921567,119921567
JAX00391215,14,119.951827,119951827
UNC24887645,14,119.953779,119953779
UNC24887824,14,119.971733,119971733
UNC24888196,14,119.990372,119990372
UNC24888654,14,120.0139,120013900
UNC24888953,14,120.030657,120030657
UNC24889354,14,120.053644,120053644
UNC24889627,14,120.072642,120072642
UNC24889963,14,120.09383,120093830
UNC24890275,14,120.108833,120108833
UNC24890760,14,120.140999,120140999
UNC24890875,14,120.150641,120150641
UNC24891409,14,120.187834,120187834
UNC24891655,14,120.209305,120209305
UNC24891953,14,120.223627,120223627
UNC24892154,14,120.236112,120236112
UNC24892475,14,120.263539,120263539
UNC24892687,14,120.28124,120281240
UNC24892900,14,120.296832,120296832
UNC140586173,14,120.316604,120316604
UNC24893337,14,120.326623,120326623
UNC24893696,14,120.345153,120345153
UNC24893984,14,120.363019,120363019
UNC24894319,14,120.392513,120392513
UNC24894597,14,120.417587,120417587
UNC24894811,14,120.438763,120438763
UNC24895063,14,120.453834,120453834
UNC24895257,14,120.468845,120468845
UNC24895594,14,120.489213,120489213
UNC24895868,14,120.510948,120510948
UNC24896250,14,120.533034,120533034
UNC24896618,14,120.561567,120561567
UNC24896918,14,120.576259,120576259
UNC24897272,14,120.596207,120596207
UNC24897885,14,120.625271,120625271
UNC24898022,14,120.63345,120633450
UNC24898510,14,120.663205,120663205
UNC24898850,14,120.679451,120679451
UNC24899272,14,120.707152,120707152
UNC24899664,14,120.726647,120726647
UNC24900059,14,120.757606,120757606
UNC24900204,14,120.764856,120764856
UNC24900611,14,120.789268,120789268
UNC24900784,14,120.803534,120803534
UNC24901322,14,120.834064,120834064
UNC24901840,14,120.863237,120863237
UNC24902008,14,120.869772,120869772
UNC24902502,14,120.897957,120897957
UNC24902656,14,120.907854,120907854
UNC24902910,14,120.941183,120941183
UNC140378126,14,120.944729,120944729
UNC24903218,14,120.969402,120969402
UNC24903574,14,120.985265,120985265
UNC24903811,14,120.998883,120998883
UNC24904152,14,121.02252,121022520
UNC24904379,14,121.037274,121037274
UNC24904680,14,121.055796,121055796
UNC24904959,14,121.076451,121076451
UNC24905442,14,121.108125,121108125
UNC24905970,14,121.136413,121136413
UNC24906201,14,121.146506,121146506
UNC24906708,14,121.172062,121172062
UNC24907133,14,121.194566,121194566
UNC24907279,14,121.202689,121202689
UNC24907959,14,121.236667,121236667
UNC24908261,14,121.254567,121254567
UNC24908746,14,121.273957,121273957
UNC24909054,14,121.296017,121296017
UNC24909850,14,121.341806,121341806
UNC24910051,14,121.352533,121352533
UNC140378710,14,121.37221,121372210
UNC24910435,14,121.380348,121380348
UNC24911002,14,121.409336,121409336
UNC24911161,14,121.416262,121416262
UNC24911701,14,121.445702,121445702
UNC24911982,14,121.458552,121458552
UNC24912308,14,121.477587,121477587
UNC24912949,14,121.513833,121513833
UNC24913421,14,121.532423,121532423
UNC24913816,14,121.556047,121556047
UNC24914177,14,121.576683,121576683
UNC24915195,14,121.636307,121636307
UNC24917017,14,121.738076,121738076
UNC24918283,14,121.804965,121804965
backupUNC140589529,14,121.991057,121991057
UNC24921731,14,121.996586,121996586
UNC24924337,14,122.174153,122174153
backupUNC140380717,14,122.210318,122210318
UNC24924816,14,122.210382,122210382
UNC24925969,14,122.341671,122341671
UNC24926099,14,122.388846,122388846
backupUNC140381058,14,122.397068,122397068
UNC24926752,14,122.470233,122470233
UNC24927660,14,122.589861,122589861
UNC24928446,14,122.690705,122690705
JAX00058193,14,122.763283,122763283
UNC24929167,14,122.815023,122815023
UNC24929445,14,122.862642,122862642
UNC24930227,14,122.962725,122962725
UNC24931474,14,123.074044,123074044
backupUNC140381698,14,123.138896,123138896
UNC24932223,14,123.168794,123168794
UNC24933570,14,123.310577,123310577
UNC24934004,14,123.36697,123366970
UNC24934543,14,123.421893,123421893
UNC24935344,14,123.567512,123567512
backupUNC140590483,14,123.636373,123636373
UNC24935808,14,123.640619,123640619
UNC24936745,14,123.756362,123756362
UNC24937354,14,123.838778,123838778
JAX00058274,14,123.843234,123843234
UNC24937909,14,123.975479,123975479
UNC24938374,14,124.054854,124054854
UNC24938796,14,124.104111,124104111
UNC24939534,14,124.219566,124219566
UNC140382589,14,124.268155,124268155
UNC24940559,14,124.332609,124332609
UNC24941217,14,124.412954,124412954
UNC24941962,14,124.563801,124563801
UNC24941995,14,124.571246,124571246
UNC24942028,14,124.577548,124577548
UNC24942131,14,124.598185,124598185
UNC24942178,14,124.607198,124607198
UNC24942256,14,124.621031,124621031
UNC24942303,14,124.629286,124629286
UNC24942429,14,124.646279,124646279
UNC24942560,14,124.667113,124667113
UNC24942598,14,124.673789,124673789
UNC141355285,14,124.681199,124681199
UNC24942649,14,124.699125,124699125
UNC24942764,14,124.720755,124720755
UNC24942873,14,124.741847,124741847
UNC24942897,14,124.746066,124746066
UNC24942932,14,124.757769,124757769
UNC24942977,14,124.769406,124769406
UNC24943040,14,124.778757,124778757
backupUNC150000076,15,3.269262,3269262
JAX00058360,15,3.429247,3429247
JAX00058366,15,3.506229,3506229
JAX00392041,15,3.612981,3612981
UNC150541646,15,3.661808,3661808
JAX00058379,15,3.669416,3669416
JAX00058384,15,3.734438,3734438
JAX00058385,15,3.735082,3735082
JAX00392076,15,3.767744,3767744
UNC24948173,15,3.771358,3771358
UNC24950039,15,3.979211,3979211
JAX00058405,15,4.015549,4015549
UNC24952531,15,4.199548,4199548
UNC150282839,15,4.202728,4202728
UNC24955082,15,4.483041,4483041
UNC24956990,15,4.729387,4729387
UNC24958067,15,4.873573,4873573
backupUNC150414849,15,4.880468,4880468
UNC24959904,15,5.073375,5073375
backupUNC150415457,15,5.26075,5260750
UNC24962211,15,5.261916,5261916
UNC24963717,15,5.428284,5428284
backupUNC150416509,15,5.65632,5656320
UNC24968272,15,5.812513,5812513
CEAJAX00392401,15,5.828288,5828288
UNC150417244,15,5.853282,5853282
JAX00392437,15,6.067461,6067461
JAX00058562,15,6.123518,6123518
UNC24973679,15,6.151798,6151798
JAX00392473,15,6.250553,6250553
UNC24975925,15,6.319322,6319322
UNC24977087,15,6.412561,6412561
UNC24977336,15,6.434114,6434114
UNC24977664,15,6.465279,6465279
UNC24977847,15,6.482912,6482912
UNC24978100,15,6.508874,6508874
UNC24978233,15,6.524755,6524755
UNC24978455,15,6.551335,6551335
UNC24978799,15,6.577647,6577647
UNC24979053,15,6.599181,6599181
UNC24979392,15,6.62268,6622680
UNC24979791,15,6.649764,6649764
UNC24980072,15,6.669788,6669788
UNC24980206,15,6.687898,6687898
UNC24980441,15,6.717699,6717699
UNC24980660,15,6.746614,6746614
UNC24980749,15,6.760499,6760499
UNC24981006,15,6.790143,6790143
JAX00058612,15,6.792181,6792181
UNC24981174,15,6.815209,6815209
UNC24981522,15,6.837277,6837277
UNC24981817,15,6.858163,6858163
UNC24982163,15,6.879481,6879481
UNC24982501,15,6.905244,6905244
UNC24982671,15,6.917631,6917631
UNC150561938,15,6.950685,6950685
JAX00392597,15,6.962731,6962731
UNC24983321,15,6.972604,6972604
UNC24983636,15,7.001174,7001174
UNC24983794,15,7.017907,7017907
UNC24984154,15,7.042746,7042746
UNC24984364,15,7.057199,7057199
UNC24984830,15,7.089389,7089389
UNC24985027,15,7.107053,7107053
UNC24985412,15,7.13336,7133360
UNC24985765,15,7.156678,7156678
JAX00392665,15,7.159347,7159347
B6_rs13459145,15,7.16798,7167980
UNC24986265,15,7.182746,7182746
UNC24986546,15,7.202124,7202124
JAX00392687,15,7.224842,7224842
UNC24986909,15,7.22698,7226980
UNC24987394,15,7.257326,7257326
UNC24987518,15,7.266052,7266052
UNC24987860,15,7.297429,7297429
UNC24988180,15,7.318535,7318535
UNC24988635,15,7.350873,7350873
UNC24988795,15,7.360116,7360116
UNC24989147,15,7.390515,7390515
UNC24989547,15,7.415985,7415985
UNC24989772,15,7.435584,7435584
UNC24990035,15,7.448534,7448534
UNC24990749,15,7.496488,7496488
UNC24992145,15,7.61088,7610880
backupUNC150422514,15,7.655929,7655929
UNC24992886,15,7.665909,7665909
JAX00392802,15,7.697783,7697783
UNC24993874,15,7.753459,7753459
UNC24994731,15,7.824712,7824712
UNC24995941,15,7.955508,7955508
JAX00058703,15,7.99328,7993280
JAX00392863,15,8.078654,8078654
UNC24997296,15,8.083523,8083523
JAX00058713,15,8.132871,8132871
UNC24998965,15,8.217695,8217695
JAX00392893,15,8.270279,8270279
JAX00058727,15,8.310893,8310893
JAX00392898,15,8.326717,8326717
UNC25000178,15,8.346509,8346509
UNC25000802,15,8.44228,8442280
JAX00392916,15,8.547464,8547464
UNC25002134,15,8.554374,8554374
UNC25003084,15,8.629319,8629319
UNC25004728,15,8.75256,8752560
JAX00058763,15,8.79409,8794090
UNC25005570,15,8.831599,8831599
UNC25006691,15,8.929676,8929676
UNC25007579,15,8.99138,8991380
JAX00058786,15,9.120936,9120936
UNC25008976,15,9.146002,9146002
UNC150323622,15,9.235311,9235311
UNC25009996,15,9.259947,9259947
JAX00058802,15,9.336993,9336993
JAX00393019,15,9.41189,9411890
UNC25010840,15,9.42436,9424360
JAX00393028,15,9.490502,9490502
UNC25011651,15,9.505473,9505473
UNC150002956,15,9.622436,9622436
UNC25012535,15,9.626043,9626043
JAX00393068,15,9.704827,9704827
UNC25013292,15,9.728761,9728761
JAX00393081,15,9.771188,9771188
UNC25014340,15,9.815496,9815496
UNC25015950,15,9.94084,9940840
UNC25016485,15,10.002908,10002908
JAX00393114,15,10.07673,10076730
UNC25017384,15,10.101304,10101304
JAX00206298,15,10.194524,10194524
UNC25019131,15,10.238995,10238995
JAX00393140,15,10.260082,10260082
JAX00058872,15,10.274045,10274045
UNC25019697,15,10.280766,10280766
JAX00058877,15,10.303721,10303721
JAX00393151,15,10.32804,10328040
JAX00393152,15,10.328411,10328411
UNC25020849,15,10.411577,10411577
JAX00058884,15,10.426288,10426288
UNC25022543,15,10.515157,10515157
JAX00206306,15,10.534991,10534991
JAX00058895,15,10.549158,10549158
JAX00393190,15,10.563883,10563883
JAX00393192,15,10.572664,10572664
UNC25023630,15,10.591479,10591479
JAX00058901,15,10.637246,10637246
UNC25024732,15,10.643639,10643639
backupUNC150003978,15,10.681208,10681208
JAX00058906,15,10.700795,10700795
UNC25026317,15,10.726177,10726177
JAX00393261,15,10.766478,10766478
JAX00393269,15,10.7799,10779900
UNC25027058,15,10.780531,10780531
UNC25027637,15,10.819407,10819407
UNC25028491,15,10.872337,10872337
UNC25029102,15,10.903633,10903633
UNC150004913,15,10.905637,10905637
JAX00393316,15,10.950585,10950585
UNC25029978,15,10.954236,10954236
UNC25031061,15,11.00991,11009910
UNC25031934,15,11.057503,11057503
UNC25032949,15,11.115121,11115121
UNC25033585,15,11.147526,11147526
JAX00393372,15,11.16896,11168960
UNC25034459,15,11.196533,11196533
backupUNC150006608,15,11.203414,11203414
UNC25035197,15,11.240323,11240323
UNC25035825,15,11.283686,11283686
UNC25036490,15,11.322532,11322532
JAX00393425,15,11.372137,11372137
UNC25037478,15,11.38066,11380660
UNC25038249,15,11.416775,11416775
UNC25038956,15,11.45695,11456950
JAX00393463,15,11.464303,11464303
UNC25039712,15,11.505542,11505542
UNC25040106,15,11.53721,11537210
UNC25040690,15,11.57419,11574190
UNC25041529,15,11.633013,11633013
UNC25042175,15,11.679048,11679048
JAX00393509,15,11.696095,11696095
JAX00393517,15,11.720024,11720024
UNC25042878,15,11.725207,11725207
UNC25043459,15,11.773051,11773051
UNC25044116,15,11.812052,11812052
UNC25044999,15,11.873137,11873137
UNC25045500,15,11.913644,11913644
UNC25045686,15,11.936449,11936449
UNC25046442,15,11.993333,11993333
backupUNC150598956,15,12.017536,12017536
JAX00393581,15,12.027855,12027855
UNC25047558,15,12.082212,12082212
UNC25047852,15,12.107124,12107124
UNC25048562,15,12.172507,12172507
UNC25048843,15,12.199114,12199114
UNC25049643,15,12.258548,12258548
UNC25050156,15,12.305358,12305358
UNC25050604,15,12.352229,12352229
UNC25051478,15,12.411894,12411894
UNC25051855,15,12.431718,12431718
UNC25052848,15,12.494462,12494462
UNC25053467,15,12.534157,12534157
UNC25054276,15,12.582958,12582958
UNC25054703,15,12.606942,12606942
backupUNC150326784,15,12.669691,12669691
UNC25056047,15,12.687693,12687693
UNC25056385,15,12.708201,12708201
UNC25057101,15,12.754186,12754186
UNC25057551,15,12.779265,12779265
UNC150010223,15,12.815665,12815665
UNC25059231,15,12.872135,12872135
JAX00393850,15,12.90425,12904250
UNC25059989,15,12.927556,12927556
JAX00393883,15,12.980128,12980128
UNC25060884,15,12.982264,12982264
UNC25061564,15,13.026912,13026912
UNC25062073,15,13.067654,13067654
UNC150011564,15,13.116768,13116768
UNC25062920,15,13.132963,13132963
JAX00393944,15,13.14477,13144770
UNC25063408,15,13.168965,13168965
UNC25063717,15,13.1942,13194200
JAX00393971,15,13.21393,13213930
UNC25064466,15,13.246479,13246479
UNC25065194,15,13.294105,13294105
UNC25065818,15,13.337969,13337969
JAX00394019,15,13.353391,13353391
UNC25066390,15,13.383072,13383072
UNC25066851,15,13.426034,13426034
UNC25067253,15,13.458514,13458514
UNC25068057,15,13.518708,13518708
UNC25068609,15,13.561698,13561698
UNC25069239,15,13.612755,13612755
UNC25069675,15,13.652835,13652835
UNC25070035,15,13.702581,13702581
UNC25070265,15,13.722415,13722415
backupUNC150327875,15,13.782754,13782754
UNC25071073,15,13.788424,13788424
UNC25071455,15,13.82445,13824450
UNC25071706,15,13.859348,13859348
JAX00394101,15,13.861409,13861409
UNC25072604,15,13.914424,13914424
UNC25073275,15,13.966378,13966378
UNC25073638,15,14.000528,14000528
UNC25074849,15,14.060975,14060975
CEAJAX00059158,15,14.084811,14084811
UNC25075319,15,14.102681,14102681
JAX00059163,15,14.14038,14140380
UNC25075928,15,14.152023,14152023
UNC25076351,15,14.182098,14182098
backupUNC150614017,15,14.256029,14256029
UNC25077779,15,14.271753,14271753
UNC25078971,15,14.363733,14363733
UNC150014104,15,14.58943,14589430
UNC25082967,15,14.62475,14624750
UNC25084118,15,14.707015,14707015
UNC150015134,15,14.770607,14770607
UNC25085189,15,14.794484,14794484
JAX00394266,15,14.80946,14809460
UNC25088194,15,15.011232,15011232
UNC25089709,15,15.17963,15179630
JAX00394317,15,15.229479,15229479
JAX00059250,15,15.307834,15307834
UNC25091806,15,15.352439,15352439
JAX00059255,15,15.362984,15362984
JAX00394343,15,15.411919,15411919
UNC25093212,15,15.477495,15477495
JAX00394357,15,15.497471,15497471
JAX00394359,15,15.497877,15497877
UNC25094716,15,15.626595,15626595
UNC25096023,15,15.729867,15729867
JAX00059292,15,15.873707,15873707
backupUNC150016326,15,15.895947,15895947
JAX00059302,15,15.980551,15980551
JAX00206438,15,16.104949,16104949
UNC25101325,15,16.171173,16171173
UNC25103933,15,16.352058,16352058
JAX00394445,15,16.371707,16371707
JAX00394448,15,16.40975,16409750
JAX00394462,15,16.469461,16469461
backupUNC150017185,15,16.480834,16480834
JAX00059339,15,16.489057,16489057
JAX00394472,15,16.533023,16533023
JAX00059344,15,16.555256,16555256
UNC25107530,15,16.614847,16614847
UNC25108250,15,16.672726,16672726
JAX00394509,15,16.761239,16761239
JAX00394517,15,16.774604,16774604
UNC25109709,15,16.779148,16779148
backupUNC150018234,15,16.813303,16813303
JAX00394530,15,16.873032,16873032
JAX00394533,15,16.886559,16886559
JAX00394540,15,16.968991,16968991
UNC25112861,15,17.009752,17009752
JAX00394569,15,17.058139,17058139
JAX00394585,15,17.13275,17132750
UNC150330402,15,17.14225,17142250
UNC25115431,15,17.179123,17179123
UNC25116544,15,17.241792,17241792
JAX00394598,15,17.32853,17328530
UNC25119376,15,17.403712,17403712
UNC25121947,15,17.595263,17595263
JAX00394683,15,17.737479,17737479
UNC150636898,15,17.76391,17763910
UNC25125250,15,17.776423,17776423
JAX00394695,15,17.8005,17800500
UNC25127708,15,17.932251,17932251
UNC25129884,15,18.052429,18052429
UNC150030778,15,18.193154,18193154
UNC25132304,15,18.236666,18236666
UNC25132993,15,18.309679,18309679
UNC25136469,15,18.535992,18535992
UNC25138352,15,18.688819,18688819
UNC25140152,15,18.843192,18843192
JAX00394898,15,18.862132,18862132
UNC150333541,15,18.919548,18919548
JAX00059528,15,19.001995,19001995
UNC25142740,15,19.03391,19033910
UNC25143656,15,19.091702,19091702
UNC25145994,15,19.238129,19238129
UNC150040417,15,19.260674,19260674
JAX00394981,15,19.293772,19293772
UNC25149175,15,19.412357,19412357
JAX00059568,15,19.53828,19538280
UNC25152470,15,19.65275,19652750
JAX00059577,15,19.686836,19686836
UNC25153961,15,19.751115,19751115
UNC25155582,15,19.870017,19870017
UNC150335309,15,19.884998,19884998
UNC25157916,15,20.072363,20072363
JAX00059608,15,20.094186,20094186
UNC25159578,15,20.218994,20218994
JAX00395133,15,20.308666,20308666
UNC25160666,15,20.369321,20369321
UNC_rs47160358,15,20.604124,20604124
UNC25164379,15,20.681349,20681349
JAX00059666,15,20.84278,20842780
UNC25167412,15,20.951401,20951401
backupUNC150640314,15,21.176629,21176629
UNC25169637,15,21.179625,21179625
UNC25170555,15,21.271538,21271538
UNC25171468,15,21.406207,21406207
backupJAX00395330,15,21.489223,21489223
UNC25171786,15,21.546434,21546434
backupUNC150056097,15,21.766837,21766837
UNC25173796,15,21.78329,21783290
UNC25175010,15,21.907176,21907176
UNC25175531,15,22.03042,22030420
UNC25177052,15,22.206216,22206216
UNC25179251,15,22.369886,22369886
UNC25183566,15,22.72531,22725310
UNC25184879,15,22.836513,22836513
JAX00395535,15,22.8604,22860400
JAX00059817,15,22.863345,22863345
UNC25185921,15,22.914871,22914871
UNC150059575,15,23.120191,23120191
UNC25188353,15,23.131931,23131931
JAX00395592,15,23.230569,23230569
UNC25189886,15,23.279552,23279552
UNC25190847,15,23.377478,23377478
UNC25193318,15,23.54013,23540130
JAX00059875,15,23.664931,23664931
UNC25194859,15,23.668141,23668141
UNC25196445,15,23.897058,23897058
backupUNC150061891,15,24.189175,24189175
UNC25199618,15,24.20895,24208950
UNC25201418,15,24.350059,24350059
UNC25202762,15,24.501548,24501548
UNC25204588,15,24.635293,24635293
JAX00059956,15,24.752314,24752314
UNC25206573,15,24.81523,24815230
UNC25209003,15,24.96483,24964830
UNC25211868,15,25.172107,25172107
JAX00059992,15,25.224381,25224381
UNC25213723,15,25.322025,25322025
UNC25215294,15,25.425355,25425355
JAX00395968,15,25.485803,25485803
UNC25218418,15,25.584426,25584426
JAX00396011,15,25.58635,25586350
UNC25219686,15,25.667537,25667537
UNC25220278,15,25.708326,25708326
UNC25220483,15,25.722551,25722551
UNC25220921,15,25.751022,25751022
UNC25221025,15,25.758604,25758604
UNC25221738,15,25.793549,25793549
UNC25222156,15,25.813536,25813536
UNC25222581,15,25.845829,25845829
UNC25222924,15,25.86987,25869870
UNC25223360,15,25.896418,25896418
UNC25223697,15,25.916005,25916005
UNC25224018,15,25.935414,25935414
UNC25224290,15,25.955483,25955483
UNC25224676,15,25.992828,25992828
UNC25225039,15,26.018853,26018853
UNC25225436,15,26.042193,26042193
UNC25225629,15,26.05402,26054020
JAX00396129,15,26.089345,26089345
JAX00396130,15,26.089695,26089695
UNC25226366,15,26.09391,26093910
JAX00060057,15,26.099662,26099662
JAX00060058,15,26.100231,26100231
UNC25226506,15,26.104488,26104488
JAX00060059,15,26.129129,26129129
UNC25226889,15,26.135756,26135756
JAX00396137,15,26.151396,26151396
JAX00060061,15,26.1601,26160100
UNC25227207,15,26.164073,26164073
JAX00396144,15,26.181729,26181729
backupUNC150067245,15,26.184452,26184452
UNC25227442,15,26.185122,26185122
UNC25228006,15,26.220749,26220749
UNC25228295,15,26.238374,26238374
UNC25228556,15,26.266538,26266538
UNC25228851,15,26.29212,26292120
JAX00060074,15,26.314335,26314335
UNC25229226,15,26.318188,26318188
UNC25229452,15,26.337484,26337484
JAX00060077,15,26.353386,26353386
UNC25229992,15,26.372926,26372926
UNC25230172,15,26.385135,26385135
UNC25230515,15,26.404748,26404748
UNC25231069,15,26.432671,26432671
UNC25231410,15,26.449549,26449549
UNC25231912,15,26.486656,26486656
UNC25232279,15,26.509106,26509106
UNC25232658,15,26.53395,26533950
UNC25232904,15,26.549075,26549075
JAX00396202,15,26.549842,26549842
JAX00396207,15,26.562905,26562905
UNC25233699,15,26.588597,26588597
JAX00060095,15,26.594428,26594428
UNC25234169,15,26.613984,26613984
backupUNC150068734,15,26.623276,26623276
UNC25234456,15,26.62716,26627160
JAX00060098,15,26.627899,26627899
UNC25234885,15,26.658236,26658236
JAX00206630,15,26.658364,26658364
UNC25235353,15,26.690425,26690425
UNC25235633,15,26.706118,26706118
UNC25235750,15,26.718537,26718537
UNC25236338,15,26.755099,26755099
UNC25236572,15,26.772381,26772381
UNC25236974,15,26.795156,26795156
UNC25237414,15,26.828722,26828722
UNC25237929,15,26.862329,26862329
UNC25238087,15,26.873803,26873803
UNC25238592,15,26.902281,26902281
JAX00060121,15,26.955167,26955167
UNC25239342,15,26.956257,26956257
UNC25239766,15,26.984088,26984088
UNC25240077,15,27.002035,27002035
JAX00060124,15,27.003148,27003148
UNC25240621,15,27.032453,27032453
UNC25240900,15,27.051252,27051252
UNC25241266,15,27.080658,27080658
UNC25241375,15,27.089628,27089628
UNC25241788,15,27.12561,27125610
UNC25242206,15,27.14874,27148740
UNC25242703,15,27.170327,27170327
UNC25242917,15,27.188665,27188665
JAX00396302,15,27.189758,27189758
UNC25243377,15,27.226199,27226199
UNC25243789,15,27.247509,27247509
JAX00396308,15,27.255075,27255075
UNC25244022,15,27.271741,27271741
UNC25244187,15,27.284936,27284936
UNC25244437,15,27.321304,27321304
JAX00060148,15,27.32755,27327550
UNC25244936,15,27.348517,27348517
UNC25245541,15,27.376717,27376717
UNC25245875,15,27.40518,27405180
UNC25246028,15,27.411875,27411875
UNC25246447,15,27.437203,27437203
UNC25246884,15,27.469769,27469769
UNC25247231,15,27.495411,27495411
UNC25247572,15,27.51475,27514750
JAX00396345,15,27.526005,27526005
UNC25248114,15,27.541399,27541399
JAX00060165,15,27.553484,27553484
backupJAX00396357,15,27.589494,27589494
JAX00060175,15,27.673532,27673532
UNC25250462,15,27.698176,27698176
UNC150070372,15,27.700889,27700889
B6_15-027633610-S,15,27.703855,27703855
UNC25251907,15,27.777783,27777783
JAX00396401,15,27.824013,27824013
UNC25253651,15,27.875215,27875215
JAX00396421,15,27.950509,27950509
UNC25255086,15,27.963201,27963201
JAX00396423,15,27.966234,27966234
UNC25256185,15,28.052597,28052597
JAX00396437,15,28.104748,28104748
UNC25257057,15,28.114409,28114409
UNC25259254,15,28.264634,28264634
JAX00396458,15,28.302726,28302726
UNC25260072,15,28.324312,28324312
UNC25262055,15,28.456691,28456691
UNC25263166,15,28.5114,28511400
UNC150504609,15,28.526546,28526546
JAX00396491,15,28.548853,28548853
UNC25264178,15,28.596343,28596343
JAX00396504,15,28.672988,28672988
UNC25265531,15,28.681637,28681637
JAX00396509,15,28.687065,28687065
JAX00396519,15,28.760991,28760991
UNC25267083,15,28.782532,28782532
UNC25268034,15,28.858708,28858708
JAX00206687,15,28.895692,28895692
JAX00396534,15,28.897866,28897866
UNC25268982,15,28.916074,28916074
JAX00060273,15,28.994785,28994785
UNC25270983,15,29.044527,29044527
JAX00396566,15,29.105082,29105082
JAX00396567,15,29.105269,29105269
UNC25272260,15,29.112519,29112519
JAX00396571,15,29.160827,29160827
UNC150678320,15,29.193486,29193486
JAX00060290,15,29.207377,29207377
UNC25274285,15,29.22399,29223990
JAX00396599,15,29.241683,29241683
JAX00060296,15,29.278161,29278161
UNC25275535,15,29.321885,29321885
JAX00396616,15,29.355886,29355886
UNC25275845,15,29.374894,29374894
JAX00396625,15,29.411425,29411425
JAX00060309,15,29.470837,29470837
UNC25277071,15,29.49464,29494640
JAX00060318,15,29.587803,29587803
UNC25278296,15,29.58789,29587890
JAX00060323,15,29.635358,29635358
backupUNC150345256,15,29.636701,29636701
UNC25279598,15,29.677284,29677284
UNC25280244,15,29.714324,29714324
UNC25280681,15,29.750651,29750651
UNC25280822,15,29.768552,29768552
UNC25280981,15,29.780433,29780433
UNC25281412,15,29.817214,29817214
UNC25281651,15,29.835135,29835135
JAX00396687,15,29.844515,29844515
UNC25282433,15,29.879686,29879686
UNC25282632,15,29.893263,29893263
UNC25282910,15,29.917913,29917913
UNC25283194,15,29.95216,29952160
UNC25283346,15,29.968059,29968059
UNC25283725,15,29.993881,29993881
UNC25283948,15,30.015394,30015394
UNC25284299,15,30.042358,30042358
JAX00060354,15,30.056178,30056178
UNC25284339,15,30.056548,30056548
UNC150507742,15,30.064251,30064251
UNC25284529,15,30.075376,30075376
